timestamp,gpu_index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw
2026-08-18T21:39:16+00:00,0,72,6137,12282,68,81.06
2026-08-18T21:39:21+00:00,0,83,8683,12282,73,160.18
2026-08-18T21:39:26+00:00,0,84,8683,12282,73,159.46
2026-08-18T21:39:31+00:00,0,85,8683,12282,73,157.96
2026-08-18T21:39:36+00:00,0,84,8683,12282,71,157.77
2026-08-18T21:39:41+00:00,0,92,8683,12282,69,158.48
2026-08-18T21:39:47+00:00,0,90,7127,12282,68,93.32
2026-08-18T21:39:52+00:00,0,90,9609,12282,70,156.93
2026-08-18T21:39:57+00:00,0,81,9609,12282,73,157.60
2026-08-18T21:40:02+00:00,0,84,10369,12282,73,158.46
2026-08-18T21:40:07+00:00,0,92,10369,12282,69,159.83
2026-08-18T21:40:12+00:00,0,87,10369,12282,72,161.81
2026-08-18T21:40:17+00:00,0,76,7117,12282,69,119.38
2026-08-18T21:40:22+00:00,0,80,8689,12282,73,157.90
2026-08-18T21:40:27+00:00,0,89,8689,12282,73,159.94
2026-08-18T21:40:32+00:00,0,87,9165,12282,73,157.88
2026-08-18T21:40:37+00:00,0,76,9745,12282,73,159.74
2026-08-18T21:40:42+00:00,0,90,9745,12282,70,160.78
2026-08-18T21:40:47+00:00,0,95,8737,12282,69,135.28
2026-08-18T21:40:53+00:00,0,81,9253,12282,73,157.43
2026-08-18T21:40:58+00:00,0,79,9253,12282,73,159.28
2026-08-18T21:41:03+00:00,0,72,9253,12282,71,160.15
2026-08-18T21:41:08+00:00,0,86,9253,12282,74,159.90
2026-08-18T21:41:13+00:00,0,80,10553,12282,73,159.37
2026-08-18T21:41:18+00:00,0,71,7423,12282,71,107.37
2026-08-18T21:41:23+00:00,0,81,7423,12282,70,160.43
2026-08-18T21:41:28+00:00,0,83,7423,12282,73,159.00
2026-08-18T21:41:33+00:00,0,82,7423,12282,70,161.09
2026-08-18T21:41:38+00:00,0,78,10813,12282,72,160.04
2026-08-18T21:41:43+00:00,0,83,10813,12282,72,159.91
2026-08-18T21:41:48+00:00,0,77,7001,12282,67,114.60
2026-08-18T21:41:53+00:00,0,85,8031,12282,73,160.75
2026-08-18T21:41:59+00:00,0,87,8453,12282,72,159.35
2026-08-18T21:42:04+00:00,0,89,8453,12282,69,160.06
2026-08-18T21:42:09+00:00,0,79,8969,12282,72,160.80
2026-08-18T21:42:14+00:00,0,86,10399,12282,71,160.01
2026-08-18T21:42:19+00:00,0,0,1217,12282,57,53.53
2026-08-18T21:42:24+00:00,0,0,1217,12282,51,29.04
2026-08-18T21:42:29+00:00,0,2,1217,12282,49,22.32
2026-08-18T21:42:34+00:00,0,3,1217,12282,48,22.08
2026-08-18T21:42:39+00:00,0,82,6981,12282,63,148.38
2026-08-18T21:42:44+00:00,0,85,7712,12282,64,152.84
2026-08-18T21:42:49+00:00,0,86,9033,12282,70,158.96
2026-08-18T21:42:54+00:00,0,79,9015,12282,71,158.21
2026-08-18T21:42:59+00:00,0,83,9032,12282,70,158.97
2026-08-18T21:43:05+00:00,0,78,5377,12282,67,93.38
2026-08-18T21:43:10+00:00,0,86,6321,12282,71,158.71
2026-08-18T21:43:15+00:00,0,90,7913,12282,72,159.67
